ENTO_ID,Target_Organism_Name,Target_Type,Taxonomy_ID,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus
ENTO00323,Escherichia coli ATCC 29213,ORGANISM,562,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
ENTO00324,Escherichia coli ATCC 29425,ORGANISM,562,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
ENTO00325,Escherichia coli ATCC 35218,ORGANISM,562,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
ENTO00326,Escherichia coli ATCC 8739,ORGANISM,481805,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
ENTO00327,Escherichia coli AUMCB-53,ORGANISM,562,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
ENTO00328,Escherichia coli BAS849,ORGANISM,562,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
ENTO00329,Escherichia coli CGMCC 1.2340,ORGANISM,562,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
ENTO00330,Escherichia coli CMCC(B) 44102,ORGANISM,562,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
ENTO00331,Escherichia coli DSM 1116,ORGANISM,562,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
ENTO00332,Escherichia coli DSM 498,ORGANISM,562,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
ENTO00333,Escherichia coli DSM 682,ORGANISM,562,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
ENTO00334,Escherichia coli DSMZ 1058,ORGANISM,562,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
ENTO00335,Escherichia coli EMBLC-1,ORGANISM,562,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
ENTO00336,Escherichia coli EMBLCNA1,ORGANISM,562,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
ENTO00337,Escherichia coli ESBL,ORGANISM,562,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
ENTO00338,Escherichia coli GIM 1.201,ORGANISM,562,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
ENTO00339,Escherichia coli K12,ORGANISM,83333,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
ENTO00340,Escherichia coli MCC 2412,ORGANISM,562,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
ENTO00341,Escherichia coli MTCC 40,ORGANISM,562,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
ENTO00342,Escherichia coli MTCC 443,ORGANISM,562,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
ENTO00343,Escherichia coli MTCC 723,ORGANISM,562,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
ENTO00344,Escherichia coli MTCC 730,ORGANISM,562,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
ENTO00345,Escherichia coli MTCC 739,ORGANISM,562,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
ENTO00346,Escherichia coli NCIM No. 2256,ORGANISM,562,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
ENTO00347,Escherichia coli NIHJ,ORGANISM,562,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
ENTO00348,Escherichia coli NIHJ (KB213),ORGANISM,562,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
ENTO00349,Escherichia coli NIHJ JC-2 (IFO12734),ORGANISM,562,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
ENTO00350,Escherichia coli NIH-JC2,ORGANISM,562,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
ENTO00351,Escherichia coli NRRL B-3708,ORGANISM,562,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
ENTO00352,Escherichia coli O157:H7 ATCC 35150,ORGANISM,562,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
ENTO00353,Escherichia coli SA/2 (extended- spectrum beta-lactamases),ORGANISM,562,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
ENTO00354,Escherichia coli strain DH5alpha,ORGANISM,562,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
ENTO00355,Escherichia coli UBC 8161,ORGANISM,562,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
ENTO00356,Escherichia coli with O78 serotype,ORGANISM,562,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
ENTO00357,Exserohilum turcicum,ORGANISM,93612,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Exserohilum
ENTO00358,Extended spectrum beta-lactamase-producing Escherichia coli 46,ORGANISM,562,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
ENTO00359,Feline calicivirus strain F9,ORGANISM,11981,Viruses,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Vesivirus
ENTO00360,Fluconazole-resistant Candida albicans,ORGANISM,5476,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida
ENTO00361,Fonsecaea compacta,ORGANISM,86057,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Fonsecaea
ENTO00362,Fonsecaea compacta YM 3077,ORGANISM,86057,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Fonsecaea
ENTO00363,Fusarium avenaceum,ORGANISM,40199,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium
ENTO00364,Fusarium avenaceum YM 3065,ORGANISM,40199,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium
ENTO00365,Fusarium coeruleum YM 3060,ORGANISM,57164,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium
ENTO00366,Fusarium equiseti,ORGANISM,61235,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium
ENTO00367,Fusarium flocciferum,ORGANISM,56642,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium
ENTO00368,Fusarium fujikuroi,ORGANISM,5127,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium
ENTO00369,Fusarium graminearum,ORGANISM,5518,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium
ENTO00370,Fusarium graminearum (Schweinitz) Petch,ORGANISM,5518,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium
ENTO00371,Fusarium graminearum BNCC 116158,ORGANISM,5518,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium
ENTO00372,Fusarium graminearum BNCC 337560,ORGANISM,5518,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium
ENTO00373,Fusarium graminearum CBS 112.30,ORGANISM,5518,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium
ENTO00374,Fusarium graminearum CGMCC 3.2873,ORGANISM,5518,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium
ENTO00375,Fusarium graminearum QDAU-10,ORGANISM,5518,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium
ENTO00376,Fusarium graminearum QDAUNA25,ORGANISM,5518,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium
ENTO00377,Fusarium graminearum QDAUNA4,ORGANISM,5518,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium
ENTO00378,Fusarium graminearum Schw.,ORGANISM,5518,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium
ENTO00379,Fusarium graminearum YM 3042,ORGANISM,5518,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium
ENTO00380,Fusarium graminearum YM 3157,ORGANISM,5518,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium
ENTO00381,Fusarium lateritium,ORGANISM,5523,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium
ENTO00382,Fusarium mangiferae,ORGANISM,192010,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium
ENTO00383,Fusarium odoratissimum,ORGANISM,2502994,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium
ENTO00384,Fusarium oxysporum,ORGANISM,5507,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium
ENTO00385,Fusarium oxysporum CGMCC 3.2830,ORGANISM,5507,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium
ENTO00386,Fusarium oxysporum Dahl-1,ORGANISM,5507,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium
ENTO00387,Fusarium oxysporum f. sp. Cubense,ORGANISM,61366,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium
ENTO00388,Fusarium oxysporum f. sp. Cucumerinum,ORGANISM,5508,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium
ENTO00389,Fusarium oxysporum f. sp. lycopersici,ORGANISM,5507,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium
ENTO00390,Fusarium oxysporum f. sp. momordicae,ORGANISM,179144,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium
ENTO00391,Fusarium oxysporum f. sp. nicotianae,ORGANISM,2012860,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium
ENTO00392,Fusarium oxysporum f. sp. niveum,ORGANISM,120297,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium
ENTO00393,Fusarium oxysporum f. sp. radicis lycopersici,ORGANISM,5507,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium
ENTO00394,Fusarium oxysporum f. sp. radicis lycopersici QDAUNA10,ORGANISM,5507,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium
ENTO00395,Fusarium oxysporum f. sp. Tracheiphilum,ORGANISM,380146,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium
ENTO00396,Fusarium oxysporum f. sp. Vasinfectum,ORGANISM,61374,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium
ENTO00397,Fusarium oxysporum HNM 1003,ORGANISM,5507,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium
ENTO00398,Fusarium oxysporum PH-1,ORGANISM,5507,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium
ENTO00399,Fusarium oxysporum QDAU-5,ORGANISM,5507,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium
ENTO00400,Fusarium oxysporum Schlecht,ORGANISM,5507,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium
ENTO00401,Fusarium oxysporum subsp. Cucumerinum NBRC 31224,ORGANISM,5507,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium
ENTO00402,Fusarium proliferatum QDAUNA30,ORGANISM,948311,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium
ENTO00403,Fusarium solani,ORGANISM,169388,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium
ENTO00404,Fusarium solani Dahl-3,ORGANISM,169388,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium
ENTO00405,Fusarium solani MLBM227,ORGANISM,169388,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium
ENTO00406,Fusarium solani QDAU-15,ORGANISM,169388,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium
ENTO00407,Fusarium solanum,ORGANISM,NA,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium
ENTO00408,Fusarium sp. Dahl-2,ORGANISM,29916,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium
ENTO00409,Fusarium sulphureum,ORGANISM,185651,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium
ENTO00410,Fusarium tricinctum,ORGANISM,61284,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium
ENTO00411,Fusarium udum,ORGANISM,42665,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium
ENTO00412,Fusarium verticillioides,ORGANISM,117187,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium
ENTO00413,Fusarium verticillioides Sheld,ORGANISM,117187,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium
ENTO00414,Fusarium verticillioides YM 3067,ORGANISM,117187,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium
ENTO00415,Gaeumannomyces graminis,ORGANISM,29850,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Magnaporthaceae,Gaeumannomyces
ENTO00416,Gaeumannomyces graminis QDAU-3,ORGANISM,29850,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Magnaporthaceae,Gaeumannomyces
ENTO00417,Gaeumannomyces graminis var. graminis,ORGANISM,29850,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Magnaporthaceae,Gaeumannomyces
ENTO00418,Geobacillus stearothermophilus,ORGANISM,1422,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Bacillaceae,Geobacillus
ENTO00419,Geotrichum candidum,ORGANISM,1173061,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Geotrichum
ENTO00420,Geotrichum candidum AS2.498,ORGANISM,1173061,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Geotrichum
ENTO00421,Geotrichum candidum IFO 4598,ORGANISM,1173061,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Geotrichum
ENTO00422,Geotrichum citri-aurantii,ORGANISM,58640,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Geotrichum
ENTO00423,Globisporangium ultimum,ORGANISM,2052682,Eukaryota,No Rank at Level Kingdom,Oomycota,No Rank at Level Class,Pythiales,Pythiaceae,Globisporangium
ENTO00424,Glomerella cingulate QDAU-2,ORGANISM,474922,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum
ENTO00425,H1N1,ORGANISM,114727,Viruses,Orthornavirae,Negarnaviricota,Insthoviricetes,Articulavirales,Orthomyxoviridae,Alphainfluenzavirus
ENTO00426,H1N1 influenza A virus,ORGANISM,114727,Viruses,Orthornavirae,Negarnaviricota,Insthoviricetes,Articulavirales,Orthomyxoviridae,Alphainfluenzavirus
ENTO00427,H3N2,ORGANISM,119210,Viruses,Orthornavirae,Negarnaviricota,Insthoviricetes,Articulavirales,Orthomyxoviridae,Alphainfluenzavirus
ENTO00428,Helicoverpa armigera,ORGANISM,29058,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Helicoverpa
ENTO00429,Hepacivirus C,ORGANISM,11103,Viruses,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Hepacivirus
ENTO00430,Homo sapiens,ORGANISM,9606,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo
ENTO00431,Human coronavirus 229E,ORGANISM,11137,Viruses,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus
ENTO00432,Human immunodeficiency virus 1,ORGANISM,11676,Viruses,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus
ENTO00433,Influenza viral strain of A/Puerto Rico/8/34 (H1N1),ORGANISM,114727,Viruses,Orthornavirae,Negarnaviricota,Insthoviricetes,Articulavirales,Orthomyxoviridae,Alphainfluenzavirus
ENTO00434,Irpex lacteus,ORGANISM,5319,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Irpicaceae,Irpex
ENTO00435,Klebsiella aerogenes,ORGANISM,548,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella
ENTO00436,Klebsiella aerogenes MCC 3092,ORGANISM,548,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella
ENTO00437,Klebsiella pneumoniae,ORGANISM,573,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella
ENTO00438,Klebsiella pneumoniae ATCC 10031,ORGANISM,573,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella
ENTO00439,Klebsiella pneumoniae ATCC 13883,ORGANISM,573,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella
ENTO00440,Klebsiella pneumoniae ATCC 700603,ORGANISM,573,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella
ENTO00441,Klebsiella pneumoniae ATCC 75388,ORGANISM,573,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella
ENTO00442,Klebsiella pneumoniae CMCC(B) 46117,ORGANISM,573,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella
ENTO00443,Klebsiella pneumoniae IFO 13541,ORGANISM,573,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella
ENTO00444,Klebsiella pneumoniae MCC 2451,ORGANISM,573,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella
ENTO00445,Klebsiella pneumoniae MTCC 109,ORGANISM,573,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella
ENTO00446,Klebsiella pneumoniae MTCC 530,ORGANISM,575,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Raoultella
ENTO00447,Klebsiella pneumoniae WNX-1,ORGANISM,573,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella
ENTO00448,Kocuria rhizophila ATCC 9341,ORGANISM,72000,Bacteria,No Rank at Level Kingdom,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Kocuria
ENTO00449,Kocuria rhizophila DC2201,ORGANISM,378753,Bacteria,No Rank at Level Kingdom,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Kocuria
ENTO00450,Lactococcus lactis,ORGANISM,1358,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus
ENTO00451,Lactococcus lactis BNCC 336474,ORGANISM,1358,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus
ENTO00452,Lactuca sativa,ORGANISM,4236,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Lactuca
ENTO00453,"Lactuca sativa cv. L., iceberg",ORGANISM,4236,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Lactuca
ENTO00454,Legionella pneumophila Corby,ORGANISM,446,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
ENTO00455,Leishmania amazonensis,ORGANISM,5659,Eukaryota,No Rank at Level Kingdom,Euglenozoa,Kinetoplastea,Trypanosomatida,Trypanosomatidae,Leishmania
ENTO00456,Leishmania braziliensis,ORGANISM,5660,Eukaryota,No Rank at Level Kingdom,Euglenozoa,Kinetoplastea,Trypanosomatida,Trypanosomatidae,Leishmania
ENTO00457,Leishmania donovani,ORGANISM,5661,Eukaryota,No Rank at Level Kingdom,Euglenozoa,Kinetoplastea,Trypanosomatida,Trypanosomatidae,Leishmania
ENTO00458,Leishmania infantum,ORGANISM,5671,Eukaryota,No Rank at Level Kingdom,Euglenozoa,Kinetoplastea,Trypanosomatida,Trypanosomatidae,Leishmania
ENTO00459,Lepidium sativum,ORGANISM,33125,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium
ENTO00460,Leucostoma kunzei,ORGANISM,242520,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Valsaceae,Leucostoma
ENTO00461,Listeria monocytogenes,ORGANISM,1639,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Listeriaceae,Listeria
ENTO00462,Listeria monocytogenes ATCC 15313,ORGANISM,1639,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Listeriaceae,Listeria
ENTO00463,Listeria monocytogenes ATCC 19114,ORGANISM,1639,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Listeriaceae,Listeria
ENTO00464,Listeria monocytogenes ATCC 19115,ORGANISM,1639,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Listeriaceae,Listeria
ENTO00465,Medicago sativa,ORGANISM,3879,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Medicago
ENTO00466,Methicillin-resistant Staphylococcus aureus,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00467,Methicillin-resistant Staphylococcus aureus #310,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00468,Methicillin-resistant Staphylococcus aureus 340702,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00469,Methicillin-resistant Staphylococcus aureus 43000,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00470,Methicillin-resistant Staphylococcus aureus 66/1,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00471,Methicillin-resistant Staphylococcus aureus 67,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00472,Methicillin-resistant Staphylococcus aureus A7983,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00473,Methicillin-resistant Staphylococcus aureus ATCC 29591,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00474,Methicillin-resistant Staphylococcus aureus ATCC 33591,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00475,Methicillin-resistant Staphylococcus aureus ATCC 33592,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00476,Methicillin-resistant Staphylococcus aureus ATCC 43300,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00477,Methicillin-resistant Staphylococcus aureus ATCC 700699,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00478,Methicillin-resistant Staphylococcus aureus Clinical strain of Chaoyang Hospital,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ENTO00479,Methicillin-resistant Staphylococcus aureus CMCC(B) 63303,ORGANISM,1280,Bacteria,No Rank at Level Kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
