ENS_ID,Name,Tax_ID,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,GenBank_ID,Closest_GenBank_ID,Endophyte_Type
ENS00294,Chaetomium sp. g1,1769349,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,MT774551,NA,Endophytic Fungus
ENS00295,Chaetomium sp. isolate KHA8,1769349,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,MT089956,NA,Endophytic Fungus
ENS00296,Chaetomium sp. M336,1769349,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,NA,NA,Endophytic Fungus
ENS00297,Chaetomium sp. M453,1958771,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,KX756618,NA,Endophytic Fungus
ENS00298,Chaetomium sp. NF00754,1769349,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,NA,NA,Endophytic Fungus
ENS00299,Chaetomium subaffine L01,1036253,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,MK180608.1,NA,Endophytic Fungus
ENS00300,Chloridium sp. AzR-0142/07,502127,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Chloridium,EU394444,NA,Endophytic Fungus
ENS00301,Cladosporium cladosporioides,29917,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA,NA,Endophytic Fungus
ENS00302,Cladosporium cladosporioides EN-399,29917,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,KM103661,NA,Endophytic Fungus
ENS00303,Cladosporium cladosporioides MA-299,29917,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,MH822624,NA,Endophytic Fungus
ENS00304,Cladosporium cladosporioides strain MUPGBIOCHEM-CC-07-2015,29917,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,KT384175,NA,Endophytic Fungus
ENS00305,Cladosporium oxysporum,29919,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA,NA,Endophytic Fungus
ENS00306,Cladosporium oxysporum HDN13-314,29919,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,MT649906,NA,Endophytic Fungus
ENS00307,Cladosporium sp.,1707700,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA,NA,Endophytic Fungus
ENS00308,Cladosporium sp. IFB3lp-2,1707700,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA,NA,Endophytic Fungus
ENS00309,Cladosporium sp. JJM22,1707700,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,MF593626,NA,Endophytic Fungus
ENS00310,Cladosporium sp. OUCMDZ-302,1707700,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA,NA,Endophytic Fungus
ENS00311,Cladosporium sp. SCNU-F0001,1707700,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NG062723.1,NA,Endophytic Fungus
ENS00312,Cladosporium sphaerospermum WBS017,92950,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,KU350727,NA,Endophytic Fungus
ENS00313,Cladosporium velox MTCC 12032,891392,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA,NA,Endophytic Fungus
ENS00314,Cladosporium velox TN-9S,891392,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA,NA,Endophytic Fungus
ENS00315,Clonostachys rosea strain JCM10.3,29856,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Clonostachys,JQ407533,NA,Endophytic Fungus
ENS00316,Coccomyces proteae strain CR252M,1093203,Eukaryota,Fungi,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,Coccomyces,JX089385,NA,Endophytic Fungus
ENS00317,Cochliobolus kusanoi,90978,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,KF193636,NA,Endophytic Fungus
ENS00318,Cochliobolus sp.,1756142,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Bipolaris,NA,NA,Endophytic Fungus
ENS00319,Colletotrichum aotearoa BCRC 09F0161,1215732,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,NA,KC297063.1,Endophytic Fungus
ENS00320,Colletotrichum coccodes HCS3,27358,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,MN128230.1,NA,Endophytic Fungus
ENS00321,Colletotrichum dematium CR-17,34405,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,EU330193,NA,Endophytic Fungus
ENS00322,Colletotrichum gigasporum WSB,1543685,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,MN744704,NA,Endophytic Fungus
ENS00323,Colletotrichum gloeosporioides,474922,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,NA,NA,Endophytic Fungus
ENS00324,Colletotrichum gloeosporioides A12,474922,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,KU781669,NA,Endophytic Fungus
ENS00325,Colletotrichum gloeosporioides GT-7,474922,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,KR911618,NA,Endophytic Fungus
ENS00326,Colletotrichum gloeosporioides XL1200,474922,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,MN067750,NA,Endophytic Fungus
ENS00327,Colletotrichum sp.,34409,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,NA,MK041374.1,Endophytic Fungus
ENS00328,Colletotrichum sp. F168,34409,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,MK934526.1,NA,Endophytic Fungus
ENS00329,Colletotrichum sp. isolate AP-1,34409,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,OL477531,NA,Endophytic Fungus
ENS00330,Colletotrichum sp. isolate AP-12,34409,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,OL477581,NA,Endophytic Fungus
ENS00331,Colletotrichum sp. isolate AP-4,34409,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,OL477579,NA,Endophytic Fungus
ENS00332,Colletotrichum sp. L10,34409,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,NA,NA,Endophytic Fungus
ENS00333,Colletotrichum sp. MFLUCC16-0047,34409,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,NA,NA,Endophytic Fungus
ENS00334,Colletotrichum sp. MFLUCC16-0048,34409,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,NA,NA,Endophytic Fungus
ENS00335,Colletotrichum sp. SC1355,34409,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,MH356584,NA,Endophytic Fungus
ENS00336,Colletotrichum tropicale SCSIO 41022,912113,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,NA,JX010277,Endophytic Fungus
ENS00337,Colletotrichum tropicicola F10154,1185846,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,OM791925,NA,Endophytic Fungus
ENS00338,Comoclathris sp. strain CF-090361,1979423,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Comoclathris,MG065810,NA,Endophytic Fungus
ENS00339,Comoclathris sp. strain CF-090766,1979423,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Comoclathris,NA,NA,Endophytic Fungus
ENS00340,Coniochaeta sp. F-8,1849801,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,MK592618,NA,Endophytic Fungus
ENS00341,Coniothyrium cereale,2718965,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Neosetophoma,NA,NA,Endophytic Fungus
ENS00342,Cophinforma mamane E224,144557,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Cophinforma,MG457709,NA,Endophytic Fungus
ENS00343,Coriolopsis rigida,664182,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Coriolopsis,MN991225,NA,Endophytic Fungus
ENS00344,Corynespora cassiicola GD,59586,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Corynesporascaceae,Corynespora,HQ223035,NA,Endophytic Fungus
ENS00345,Corynespora cassiicola Lphi36,59586,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Corynesporascaceae,Corynespora,FJ225970,NA,Endophytic Fungus
ENS00346,Cryptosporiopsis cf. quercina,108533,Eukaryota,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,No Rank at Level Genus,NA,NA,Endophytic Fungus
ENS00347,Cryptosporiopsis sp. H2-1,1256858,Eukaryota,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Cryptosporiopsis,JX683689,NA,Endophytic Fungus
ENS00348,Cryptosporiopsis sp. strain CAFT122-1,1756097,Eukaryota,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Cryptosporiopsis,NA,NA,Endophytic Fungus
ENS00349,Curvularia eragrostidis HelS1,418125,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,ON146362,NA,Endophytic Fungus
ENS00350,Curvularia geniculata B1,418126,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,MZ532590,NA,Endophytic Fungus
ENS00351,Curvularia geniculata CTOM11,418126,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,GU073454,NA,Endophytic Fungus
ENS00352,Curvularia lunata,5503,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,HQ631009.1,NA,Endophytic Fungus
ENS00353,Curvularia papendorfii,1537989,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,NA,KR673909,Endophytic Fungus
ENS00354,Curvularia sp. M12,1715225,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,JN192387,NA,Endophytic Fungus
ENS00355,Curvularia verruculosa Vin 1,95740,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,MK995628,NA,Endophytic Fungus
ENS00356,Cylindrocarpon sp. strain 03HC77,1756108,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Cylindrocarpon,KY211868,NA,Endophytic Fungus
ENS00357,Cytospora rhizophorae A761,407039,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Valsaceae,Cytospora,KU529867,NA,Endophytic Fungus
ENS00358,Cytospora sp.,1715226,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Valsaceae,Cytospora,NA,NA,Endophytic Fungus
ENS00359,Cytospora sp. CR200,407038,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Valsaceae,Cytospora,DQ996039,NA,Endophytic Fungus
ENS00360,Cytospora sp. isolate DQXJ00,1715226,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Valsaceae,Cytospora,MG948459,NA,Endophytic Fungus
ENS00361,Daldinia eschscholtzii A630,292717,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,Daldinia,KF494831,NA,Endophytic Fungus
ENS00362,Daldinia eschscholtzii JC-15,292717,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,Daldinia,NA,NA,Endophytic Fungus
ENS00363,Daldinia eschscholtzii KBJYZ-1,292717,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,Daldinia,OM267787,NA,Endophytic Fungus
ENS00364,Daldinia eschscholtzii MFLUCC 19-0493,292717,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,Daldinia,MN704648,NA,Endophytic Fungus
ENS00365,Daldinia eschscholtzii PSU-STD57,292717,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,Daldinia,HM012821,NA,Endophytic Fungus
ENS00366,Daldinia eschscholtzii SDBR-CMUNKC745,292717,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,Daldinia,MW193761,NA,Endophytic Fungus
ENS00367,Daldinia sp. TJ403-LS1,1769485,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,Daldinia,SUB6731634,NA,Endophytic Fungus
ENS00368,Delitschia winteri,100052,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Delitschiaceae,Delitschia,NA,NA,Endophytic Fungus
ENS00369,Diaporthe apiculata FPYF3052,1588135,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,MH203053,NA,Endophytic Fungus
ENS00370,Diaporthe caulivora 09F0132,60444,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,NA,NA,Endophytic Fungus
ENS00371,Diaporthe cf. heveae LGMF1631,1729149,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,MG976433,NA,Endophytic Fungus
ENS00372,Diaporthe eucalyptorum KY-9,1196424,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,MK396569.1,NA,Endophytic Fungus
ENS00373,Diaporthe foeniculina BZM-15,1469663,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,MN788609,NA,Endophytic Fungus
ENS00374,Diaporthe goulteri L17,1537730,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,MW426209,NA,Endophytic Fungus
ENS00375,Diaporthe liquidambaris S47,2025498,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,NA,NA,Endophytic Fungus
ENS00376,Diaporthe lithocarpi A740,1344039,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,KU529854,NA,Endophytic Fungus
ENS00377,Diaporthe longicolla CEL41,54899,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,MN480529,NA,Endophytic Fungus
ENS00378,Diaporthe longicolla FJ62759,54899,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,NA,NA,Endophytic Fungus
ENS00379,Diaporthe miriciae UFMGCB 9720,1537734,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,NA,NA,Endophytic Fungus
ENS00380,Diaporthe phaseolorum FS-41.1,36923,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,JQ277472,NA,Endophytic Fungus
ENS00381,Diaporthe phaseolorum SKS019,36923,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,KX815357,NA,Endophytic Fungus
ENS00382,Diaporthe phaseolorum-92C,36923,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,NA,NA,Endophytic Fungus
ENS00383,Diaporthe phyllanthicola A658,280248,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,KF498871,NA,Endophytic Fungus
ENS00384,Diaporthe schini B125,1303612,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,KR812222,NA,Endophytic Fungus
ENS00385,Diaporthe sp.,1756133,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,NA,NA,Endophytic Fungus
ENS00386,Diaporthe sp. CarGL8,1756133,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,NA,NA,Endophytic Fungus
ENS00387,Diaporthe sp. ECN371,1756133,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,LC653142,NA,Endophytic Fungus
ENS00388,Diaporthe sp. GDG-118,1756133,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,KT820081,NA,Endophytic Fungus
ENS00389,Diaporthe sp. IFB-3lp-10,1240608,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,JX536253,NA,Endophytic Fungus
ENS00390,Diaporthe sp. isolate AC1,1756133,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,OL589639,NA,Endophytic Fungus
ENS00391,Diaporthe sp. JC-J7,1756133,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,NA,NA,Endophytic Fungus
ENS00392,Diaporthe sp. MFLUCC15-1131,1756133,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,KY646066,NA,Endophytic Fungus
ENS00393,Diaporthe sp. MFLUCC16-0051,1756133,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,KX703027,NA,Endophytic Fungus
ENS00394,Diaporthe sp. MFLUCC16-0682,1756133,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,KY790594,NA,Endophytic Fungus
ENS00395,Diaporthe sp. MFLUCC16-0693,1756133,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,KY790595,NA,Endophytic Fungus
ENS00396,Diaporthe sp. P133,427481,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,NA,NA,Endophytic Fungus
ENS00397,Diaporthe sp. QYM12,1756133,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,MW332459,NA,Endophytic Fungus
ENS00398,Diaporthe sp. SC-J0138,1756133,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,NA,NA,Endophytic Fungus
ENS00399,Diaporthe sp. SCSIO 41011,1756133,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,MG548388,NA,Endophytic Fungus
ENS00400,Diaporthe sp. strain DIE-19,1756133,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,MF422687,NA,Endophytic Fungus
ENS00401,Diaporthe sp. SXZ-19,340455,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,DQ145729,NA,Endophytic Fungus
ENS00402,Diaporthe sp. SYSU-HQ3,1756133,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,MF796243,NA,Endophytic Fungus
ENS00403,Diaporthe terebinthifolii LGMF658,1303642,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,KM510506.1,NA,Endophytic Fungus
ENS00404,Diaporthe terebinthifolii LGMF907,1303642,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,NA,NA,Endophytic Fungus
ENS00405,Diaporthe ueckeri SC-J0123,1590080,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,NA,NA,Endophytic Fungus
ENS00406,Diaporthe vochysiae strain LGMF1583,2818453,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,MG976391,NA,Endophytic Fungus
ENS00407,Diatrype palmicola MFLUCC 17-0313,1658224,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Diatrypaceae,Diatrype,MK329053,NA,Endophytic Fungus
ENS00408,Dichotomopilus funicola Y3,1934379,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Dichotomopilus,MF800960,NA,Endophytic Fungus
ENS00409,Didymella coffeae-arabicae FT238,749619,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Didymella,KU318713,NA,Endophytic Fungus
ENS00410,Didymella glomerata X223,749621,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Didymella,MN822652,NA,Endophytic Fungus
ENS00411,Didymella sp. FT431,1881153,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Didymella,KY971272,NA,Endophytic Fungus
ENS00412,Didymella sp. IEA-3B.1,1881153,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Didymella,MN227696.1,NA,Endophytic Fungus
ENS00413,Didymellaceae sp. isolate AP-48,1907517,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,No Rank at Level Genus,OL477657,NA,Endophytic Fungus
ENS00414,"Didymosphaeria variabile Riccioni, Damm, Verkley & Crous",1932322,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Didymosphaeria,NA,NA,Endophytic Fungus
ENS00415,Didymosphaeriaceae sp. DM0194,1881152,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,No Rank at Level Genus,KF673734,NA,Endophytic Fungus
ENS00416,Dothideomycetes sp. CRI7,1709935,Eukaryota,Fungi,Ascomycota,Dothideomycetes,No Rank at Level Order,No Rank at Level Family,No Rank at Level Genus,JQ867364,NA,Endophytic Fungus
ENS00417,Drechmeria panacis strain SYPF 8335,2365000,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Drechmeria,MF588878,NA,Endophytic Fungus
ENS00418,Drechslera sp. BAFC 3419,652732,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Drechslera,FJ868975,NA,Endophytic Fungus
ENS00419,Drechslera sp. strain 678,67606,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Drechslera,MT002971,NA,Endophytic Fungus
ENS00420,Ectophoma multirostrata,73003,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Ectophoma,MN453606,NA,Endophytic Fungus
ENS00421,Ectophoma multirostrata isolate AP-47,73003,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Ectophoma,OL477590,NA,Endophytic Fungus
ENS00422,Edenia sp.,2744137,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Edenia,NA,NA,Endophytic Fungus
ENS00423,Edenia sp. strain F0755,2744137,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Edenia,EF565744.1,NA,Endophytic Fungus
ENS00424,Embleya sp. NF3,2699295,Bacteria,No Rank at Level Kingdom,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,No Rank at Level Genus,KU579247,NA,Endophytic Bacteria
ENS00425,Emericella variecolor,1549217,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,NA,NA,Endophytic Fungus
ENS00426,Endomelanconiopsis endophytica A326,553242,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Endomelanconiopsis,NA,EU687005,Endophytic Fungus
ENS00427,Enterobacter cloacae strain MOSEL-w7,550,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,KF307675,NA,Endophytic Bacteria
ENS00428,Enterobacter sp. strain MHSD22,42895,Bacteria,No Rank at Level Kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,MN029050,NA,Endophytic Bacteria
ENS00429,Epichloe festucae BM7,35717,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Epichloe,NA,NA,Endophytic Fungus
ENS00430,Epichloe festucae var. lolii strain AR37,35717,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Epichloe,KP797982,NA,Endophytic Fungus
ENS00431,Epicoccum nigrum AS-S-19,105696,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Epicoccum,MK909749,NA,Endophytic Fungus
ENS00432,Epicoccum nigrum LAEE14,105696,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Epicoccum,LN626719,NA,Endophytic Fungus
ENS00433,Epicoccum nigrum Link,105696,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Epicoccum,NA,NA,Endophytic Fungus
ENS00434,Epicoccum nigrum M13,105696,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Epicoccum,MK953943,NA,Endophytic Fungus
ENS00435,Epicoccum nigrum MK214079,105696,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Epicoccum,MK214079,NA,Endophytic Fungus
ENS00436,Epicoccum nigrum MLY-3,105696,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Epicoccum,MZ407636,NA,Endophytic Fungus
ENS00437,Epicoccum nigrum SCNU-F0002,105696,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Epicoccum,MN096740,NA,Endophytic Fungus
ENS00438,Epicoccum nigrum strain YEF2,105696,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Epicoccum,MF371418,NA,Endophytic Fungus
ENS00439,Epicoccum nigrum TER1985,105696,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Epicoccum,MK530410,NA,Endophytic Fungus
